Event ID,Event time,User name,Event name,Resource type,Resources,AWS access key,AWS region,Error code,Source IP address
c2825ad1-04b4-4f74-a629-254180d7a5aa,"2020-06-18, 07:20:23 PM",root,RunInstances,EC2 VPC and 6 more,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-031d3edb1bc0a4e05""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-044b14bf9ccadeee9""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0b629da93ce8bf27b""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0f9f5ccb449ff9dd6""},{""resourceType"":""AWS::EC2::KeyPair"",""resourceName"":""poh-macpro-keypair""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-00fdf9aa90d08cdd5""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""UDARR-Application""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0036ef5d93bb05a03""}]",,eu-west-1,,86.44.1.157
684280d2-55eb-4f2b-81aa-7b66fb628612,"2020-06-18, 07:19:42 PM",root,AuthorizeSecurityGroupIngress,EC2 SecurityGroup,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-00fdf9aa90d08cdd5""}]",,eu-west-1,,86.44.1.157
b4e1d27c-7e90-4846-b9ad-3774971fcb8b,"2020-06-18, 07:18:24 PM",root,AuthorizeSecurityGroupIngress,EC2 SecurityGroup,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-00fdf9aa90d08cdd5""}]",,eu-west-1,,86.44.1.157
ddc83a19-3374-4fe9-905b-ed625429ba90,"2020-06-18, 07:14:37 PM",root,ConsoleLogin,,,,us-east-1,,86.44.1.157
00be71e2-b7b4-40d7-8c08-904e55f25a94,"2020-06-18, 02:15:03 PM",root,PutMethodResponse,,,,eu-west-1,,86.44.1.157
29a10397-2f8d-4c76-ba22-aab49ced28f4,"2020-06-18, 02:15:03 PM",root,PutMethod,,,,eu-west-1,,86.44.1.157
d6f92e6b-c01f-4be0-a91d-714121208c41,"2020-06-18, 02:14:30 PM",root,CreateResource,,,,eu-west-1,,86.44.1.157
ee0488ad-50d5-4198-b87d-8f0af3571ccf,"2020-06-18, 02:14:12 PM",root,CreateResource,,,,eu-west-1,,86.44.1.157
a53a4460-9e81-4561-b899-1f07caf2ce69,"2020-06-18, 02:13:13 PM",root,CreateRestApi,,,,eu-west-1,,86.44.1.157
6088d75c-2985-4b5e-81ce-9c4599157c9b,"2020-06-18, 09:43:37 AM",root,ConsoleLogin,,,,us-east-1,,86.44.1.157
c7825b55-569f-492b-b8b7-91a98b305f2e,"2020-06-17, 12:01:50 PM",root,ConsoleLogin,,,,us-east-1,,86.44.1.157
fd7a2ceb-ab64-420d-90e2-819d9b5aa5fb,"2020-06-12, 02:06:25 PM",root,ConsoleLogin,,,,us-east-1,,86.44.1.157
3d1f8951-d488-40f0-b4cc-e088ef788cb7,"2020-06-12, 07:59:29 AM",RepeatingFunction,CreateLogStream,,,,eu-west-1,,34.245.67.181
58e61941-d6ab-4ad3-bd1c-5cc8fadeb413,"2020-06-09, 05:10:31 PM",SLRManagement,DeleteNetworkInterface,EC2 NetworkInterface,"[{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0bbe6b7bbe857325a""}]",,eu-west-1,,rds.amazonaws.com
693707f1-c19b-43c9-94e8-6ef5fb665c45,"2020-06-09, 05:10:31 PM",SLRManagement,DeleteNetworkInterface,EC2 NetworkInterface,"[{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0af54776adad10adf""}]",,eu-west-1,,rds.amazonaws.com
72f1e457-b7d2-430f-a1a9-620635b304c7,"2020-06-09, 05:06:12 PM",root,DeleteDBInstance,RDS DBInstance and 6 more,"[{""resourceType"":""AWS::RDS::DBInstance"",""resourceName"":""database-1""},{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-031d3edb1bc0a4e05""},{""resourceType"":""AWS::RDS::DBSubnetGroup"",""resourceName"":""rds_subnet_group_udacity""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-033a38005b5d44ddb""},{""resourceType"":""AWS::RDS::DBOptionGroup"",""resourceName"":""default:mysql-5-7""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-062cc44b663a67421""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-002b4e8d3bf1df179""},{""resourceType"":""AWS::RDS::DBParameterGroup"",""resourceName"":""default.mysql5.7""}]",,eu-west-1,,86.44.1.157
1853676e-933e-42c4-b463-b4c14eb58ca5,"2020-06-09, 02:20:17 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogStream,,,,eu-west-1,ResourceAlreadyExistsException,52.51.64.130
79017fd5-0d7b-494f-89db-b4a04f5f232e,"2020-06-09, 02:20:17 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogGroup,,,,eu-west-1,ResourceAlreadyExistsException,52.51.64.130
0107a96e-c92e-41f8-87f3-69c77ecf398b,"2020-06-09, 02:19:59 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogGroup,,,,eu-west-1,ResourceAlreadyExistsException,52.51.64.130
e9e064a6-c9f0-40ef-a0f0-a958cd478311,"2020-06-09, 02:19:59 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogStream,,,,eu-west-1,ResourceAlreadyExistsException,52.51.64.130
70be6be9-a4e9-442c-954a-8ff5318700e9,"2020-06-09, 02:18:21 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogGroup,,,,eu-west-1,ResourceAlreadyExistsException,34.243.98.81
e39bf675-9c53-4234-80fd-51590b04acb7,"2020-06-09, 02:18:21 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogStream,,,,eu-west-1,ResourceAlreadyExistsException,34.243.98.81
206e1505-cb4c-4d27-9b95-e0fb3db07260,"2020-06-09, 02:17:21 PM",root,RebootDBInstance,RDS DBInstance and 6 more,"[{""resourceType"":""AWS::RDS::DBInstance"",""resourceName"":""database-1""},{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-031d3edb1bc0a4e05""},{""resourceType"":""AWS::RDS::DBSubnetGroup"",""resourceName"":""rds_subnet_group_udacity""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-033a38005b5d44ddb""},{""resourceType"":""AWS::RDS::DBOptionGroup"",""resourceName"":""default:mysql-5-7""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-062cc44b663a67421""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-002b4e8d3bf1df179""},{""resourceType"":""AWS::RDS::DBParameterGroup"",""resourceName"":""default.mysql5.7""}]",,eu-west-1,,86.44.1.157
8792a52f-4c33-4a9c-af54-eb827a2eed8c,"2020-06-09, 01:54:19 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogGroup,,,,eu-west-1,ResourceAlreadyExistsException,34.243.98.81
adf3f887-ead9-484d-9c34-c22774cce592,"2020-06-09, 01:54:19 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogStream,,,,eu-west-1,,34.243.98.81
2d92ef79-109e-4ced-8541-12656eb1a07e,"2020-06-09, 01:53:51 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogStream,,,,eu-west-1,ResourceAlreadyExistsException,34.243.98.81
7481398b-10a2-4bfe-9cd1-a3465b0652e1,"2020-06-09, 01:53:51 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogGroup,,,,eu-west-1,ResourceAlreadyExistsException,34.243.98.81
06c6310b-3fda-4352-8094-2a8fc0bffddf,"2020-06-09, 01:44:27 PM",SLRManagement,CreateNetworkInterface,EC2 VPC and 3 more,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-031d3edb1bc0a4e05""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0af54776adad10adf""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""UDARR-Database""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-033a38005b5d44ddb""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-002b4e8d3bf1df179""}]",,eu-west-1,,rds.amazonaws.com
bd117c4c-9e65-4923-bd2e-6691e9950f1b,"2020-06-09, 01:43:42 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogGroup,,,,eu-west-1,ResourceAlreadyExistsException,52.51.64.130
f71debe8-3cba-4300-b5b2-c5bf72cf7a8f,"2020-06-09, 01:43:42 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogStream,,,,eu-west-1,ResourceAlreadyExistsException,52.51.64.130
33b61b95-79b6-4d04-8327-f6ee705f37c0,"2020-06-09, 01:43:13 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogGroup,,,,eu-west-1,ResourceAlreadyExistsException,52.51.64.130
b0690bec-ffaa-4542-b8f4-db7ffba150f9,"2020-06-09, 01:43:13 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogStream,,,,eu-west-1,ResourceAlreadyExistsException,52.51.64.130
8cd3c9c9-fc26-4806-9756-688018899f14,"2020-06-09, 01:43:03 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogGroup,,,,eu-west-1,ResourceAlreadyExistsException,AWS Internal
c3c58339-b0e7-411a-ad7b-dc7fbbd7beb3,"2020-06-09, 01:43:03 PM",dbi-id-db-ZEBFGIAGOKXGPI65ZIUBHKZGYE,CreateLogStream,,,,eu-west-1,,AWS Internal
cdfedf93-97c8-4017-89b6-fbf5a78b7a7d,"2020-06-09, 01:39:42 PM",SLRManagement,CreateNetworkInterface,EC2 VPC and 3 more,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-031d3edb1bc0a4e05""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0bbe6b7bbe857325a""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""UDARR-Database""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-033a38005b5d44ddb""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-062cc44b663a67421""}]",,eu-west-1,,rds.amazonaws.com
68a55783-17a2-4454-bf30-b5aebf2b6bc3,"2020-06-09, 01:39:33 PM",root,CreateDBInstance,RDS DBInstance and 6 more,"[{""resourceType"":""AWS::RDS::DBInstance"",""resourceName"":""database-1""},{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-031d3edb1bc0a4e05""},{""resourceType"":""AWS::RDS::DBSubnetGroup"",""resourceName"":""rds_subnet_group_udacity""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-033a38005b5d44ddb""},{""resourceType"":""AWS::RDS::DBOptionGroup"",""resourceName"":""default:mysql-5-7""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-062cc44b663a67421""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-002b4e8d3bf1df179""},{""resourceType"":""AWS::RDS::DBParameterGroup"",""resourceName"":""default.mysql5.7""}]",,eu-west-1,,86.44.1.157
61a347d4-a199-406a-821e-e4891aedbf64,"2020-06-09, 01:35:15 PM",root,CreateDBSubnetGroup,EC2 VPC and 2 more,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-031d3edb1bc0a4e05""},{""resourceType"":""AWS::RDS::DBSubnetGroup"",""resourceName"":""rds_subnet_group_udacity""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-062cc44b663a67421""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-002b4e8d3bf1df179""}]",,eu-west-1,,86.44.1.157
356cf016-886b-4aac-98f4-e77329b8af47,"2020-06-09, 01:32:54 PM",root,DeleteDBSubnetGroup,RDS DBSubnetGroup,"[{""resourceType"":""AWS::RDS::DBSubnetGroup"",""resourceName"":""rds_subnet_group_udacity""}]",,eu-west-1,,86.44.1.157
9299f135-f538-4d43-916b-b774d4687dd7,"2020-06-09, 01:28:08 PM",SLRManagement,DeleteNetworkInterface,EC2 NetworkInterface,"[{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0c7aca24f56b3db45""}]",,eu-west-1,,rds.amazonaws.com
fb1c1131-2276-4c66-8c1c-a47049b590c2,"2020-06-09, 01:28:08 PM",SLRManagement,DeleteNetworkInterface,EC2 NetworkInterface,"[{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-092bebc412bc0e731""}]",,eu-west-1,,rds.amazonaws.com
3349050e-2738-4954-b4b0-f99890ebae08,"2020-06-09, 01:23:39 PM",root,DeleteDBInstance,RDS DBInstance and 6 more,"[{""resourceType"":""AWS::RDS::DBInstance"",""resourceName"":""udacity-1""},{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-031d3edb1bc0a4e05""},{""resourceType"":""AWS::RDS::DBSubnetGroup"",""resourceName"":""rds_subnet_group_udacity""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-033a38005b5d44ddb""},{""resourceType"":""AWS::RDS::DBOptionGroup"",""resourceName"":""default:mysql-5-7""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-062cc44b663a67421""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-002b4e8d3bf1df179""},{""resourceType"":""AWS::RDS::DBParameterGroup"",""resourceName"":""default.mysql5.7""}]",,eu-west-1,,86.44.1.157
bb68ea3b-c9ec-4f16-8219-cb63ac18aadb,"2020-06-09, 01:23:21 PM",root,ModifyDBInstance,RDS DBInstance and 6 more,"[{""resourceType"":""AWS::RDS::DBInstance"",""resourceName"":""udacity-1""},{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-031d3edb1bc0a4e05""},{""resourceType"":""AWS::RDS::DBSubnetGroup"",""resourceName"":""rds_subnet_group_udacity""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-033a38005b5d44ddb""},{""resourceType"":""AWS::RDS::DBOptionGroup"",""resourceName"":""default:mysql-5-7""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-062cc44b663a67421""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-002b4e8d3bf1df179""},{""resourceType"":""AWS::RDS::DBParameterGroup"",""resourceName"":""default.mysql5.7""}]",,eu-west-1,,86.44.1.157
8dad2922-035a-411d-8fde-2b41f7980199,"2020-06-09, 12:16:41 PM",dbi-id-db-4QNXW3QV7TNK6SA6UB2NJGWS7I,CreateLogGroup,,,,eu-west-1,ResourceAlreadyExistsException,52.214.188.161
a74b9d6a-9b94-40a6-88ad-9f5170a9afed,"2020-06-09, 12:16:41 PM",dbi-id-db-4QNXW3QV7TNK6SA6UB2NJGWS7I,CreateLogStream,,,,eu-west-1,,52.214.188.161
